"Ano Enade",co_grupo,co_ies,codmunic_inep,Área,"Nome da IES","Sigla IES","Município (funcionamento do curso)","código UF",UF,cd_dep,Rede,cd_catad,"Dep. Administrativa",cd_orgac,co_regiao_habil,"n. alunos presentes Enade","Participantes Ingressantes","Participantes Concluintes","Média FG_Ing","Média FG_Conc","Média CE_Ing","Média CE_Conc","Média Geral Ing","Média Geral Conc",Conceito_Enade,Conceito_IDD,"Conceito Preliminar Curso","% avaliam bem o plano de ensino (resp. A)","% equipamentos disponíveis são suficientes (resp. A/B)","Número de Docentes","Docentes Doutores","Docentes Regime Parcial/Integral","% Docentes Doutores","% Docentes Regime Parcial/Integral",Nota_infra,Nota_pedag,Nota_regime,Nota_doutor,Termo_insumos,"Nota Enade","Nota IDD","CPC Contínuo"
2007,12,583,230703201901,MEDICINA,"Universidade Federal do Ceará",UFC,BARBALHA,23,CE,1,Pública,1,Federal,1,2,40,18,22,"72,66666412353516","68,63636016845703","37,022220611572266","65,08636474609375","45,93333053588867","65,97386169433594",4,SC,3,"0,3125","0,6470588445663452",42,6,42,"0,1428571492433548",1,"3,2352943420410156","1,796875",5,"0,8011204600334167","2,317138671875","2,9798073768615723",,"2,7810068130493164"
2007,12,584,520301008707,MEDICINA,"Universidade Federal de Goiás",UFG,GOIANIA,52,GO,1,Pública,1,Federal,1,2,80,49,31,"76,92857360839844","80,90322875976563","33,5653076171875","72,38387298583984","44,406124114990234","74,51371002197266",5,5,4,"0,3571428656578064","0,7333333492279053",152,60,152,"0,3947368562221527",1,"3,6666667461395264","2,0535714626312256",5,"2,2136223316192627","2,9808952808380127","3,980130434036255","4,550133228302002","3,85136079788208"
2007,12,585,420501605407,MEDICINA,"Universidade Federal de Santa Catarina",UFSC,FLORIANOPOLIS,42,SC,1,Pública,1,Federal,1,2,57,34,23,"67,20587921142578","57,760868072509766","45,032352447509766","68,55652618408203","50,57573318481445","65,85761260986328",4,3,4,"0,3529411852359772","0,3888888955116272",226,113,226,"0,5",1,"1,9444445371627808","2,029411792755127",5,"2,8039214611053467","3,0280580520629883","3,382967472076416","2,5722994804382324","3,033294200897217"
2007,12,586,330601804557,MEDICINA,"Universidade Federal do Rio de Janeiro",UFRJ,"RIO DE JANEIRO",33,RJ,1,Pública,1,Federal,1,2,92,60,32,"73,76667022705078","78,6875","32,32666778564453","71,2562484741211","42,686668395996094","73,11405944824219",4,5,5,"0,4583333432674408","0,6666666865348816",94,71,94,"0,7553191781044006",1,"3,3333334922790527","2,6354167461395264",5,"4,235711574554443","3,8918344974517822","3,74287486076355","4,515878677368164","4,019464015960693"
2007,12,591,351506150308,MEDICINA,"Universidade Federal de São Paulo",UNIFESP,"SAO PAULO",35,SP,1,Pública,1,Federal,1,2,72,58,14,"52,870689392089844","65,78571319580078","21,11896514892578","68,67143249511719","29,056896209716797","67,95000457763672",3,3,4,"0,27272728085517883","0,9230769276618958",496,401,496,"0,8084677457809448",1,"4,615384578704834","1,5681818723678589",5,"4,5337605476379395","3,850253105163574","2,5198721885681152","2,8193612098693848","3,008833408355713"
2007,12,597,310502270107,MEDICINA,"Universidade Federal do Triângulo Mineiro",UFTM,UBERABA,31,MG,1,Pública,1,Federal,1,2,44,28,16,"84,25","76,15625","39,17856979370117","68,76249694824219","50,44642639160156","70,61093139648438",4,4,4,"0,46666666865348816","0,6875",135,90,135,"0,6666666865348816",1,"3,4375","2,683333396911621",5,"3,7385621070861816","3,7218291759490967","3,861189842224121","3,106260061264038","3,592902660369873"
2007,12,609,410602304808,MEDICINA,"Universidade Estadual do Oeste do Paraná",UNIOESTE,CASCAVEL,41,PR,1,Pública,2,Estadual,1,2,37,20,17,"73,2750015258789","67,26470947265625","34,584999084472656","66,75882720947266","44,25749969482422","66,88529968261719",4,3,3,"0,20000000298023224","0,9333333373069763",97,18,97,"0,1855670064687729",1,"4,666666507720947","1,149999976158142",5,"1,040630578994751","2,381803274154663","3,076197624206543","2,6923987865448","2,752739906311035"
2007,12,634,430703314407,MEDICINA,"Universidade Federal de Pelotas",UFPel,PELOTAS,43,RS,1,Pública,1,Federal,1,2,82,49,33,"79,67346954345703","74,51515197753906","39,11224365234375","63,878787994384766","49,25254821777344","66,53787994384766",4,2,3,"0,2857142984867096","0,29032257199287415",103,41,103,"0,3980582654476166",1,"1,451612949371338","1,6428571939468384",5,"2,232248306274414","2,650357246398926","3,1049411296844482","1,0662133693695068","2,356947660446167"
2007,12,664,320300905200,MEDICINA,"Centro Universitário Vila Velha",UVV,"VILA VELHA",32,ES,2,Privada,5,Privada,2,2,36,36,0,"68,86111450195313",,"36,7944450378418",,"44,81111145019531",,SC,SC,SC,,,24,7,22,"0,2916666567325592","0,9166666865348816",,,"4,583333492279053","1,6356208324432373",,,,
2007,12,665,351305054102,MEDICINA,"Universidade de Taubaté",UNITAU,TAUBATE,35,SP,1,Pública,3,Municipal,1,2,79,46,33,"58,35869598388672",55,"29,780433654785156","57,81515121459961","36,92499923706055","57,11136245727539",2,2,2,"0,2800000011920929","0,3870967626571655",122,43,80,"0,35245901346206665","0,6557376980781555","1,9354838132858276","1,6100000143051147","3,278688430786133","1,9765348434448242","2,1824684143066406","1,425993800163269","1,9021586179733276","1,795785665512085"
2007,12,666,290301210800,MEDICINA,"Universidade Estadual de Feira de Santana",UEFS,"FEIRA DE SANTANA",29,BA,1,Pública,2,Estadual,1,2,26,26,0,"71,90384674072266",,"42,89230728149414",,"50,14519119262695",,SC,SC,SC,,,40,16,40,"0,4000000059604645",1,,,5,"2,2431373596191406",,,,
2007,12,669,130300702603,MEDICINA,"Centro Universitário Nilton Lins",UNINILTONLINS,MANAUS,13,AM,2,Privada,5,Privada,2,1,57,34,23,"55,985294342041016","60,5","31,458824157714844","52,5217399597168","37,5904426574707","54,51630401611328",1,2,2,"0,7142857313156128",1,41,13,36,"0,31707316637039185","0,8780487775802612",5,"4,107142925262451","4,390244007110596","1,7780965566635132","3,3586223125457764","0,8874978423118591","1,5915982723236084","1,840065360069275"
2007,12,670,351204807605,MEDICINA,"Universidade São Francisco",USF,"BRAGANCA PAULISTA",35,SP,2,Privada,5,Privada,1,2,72,42,30,"66,80952453613281","65,81666564941406","33,39761734008789","59,53666687011719","41,75059509277344","61,106666564941406",3,3,3,"0,25925925374031067","0,7777777910232544",116,30,33,"0,2586206793785095","0,2844827473163605","3,8888890743255615","1,4907406568527222","1,42241370677948","1,4503041505813599","1,704128384590149","2,065249443054199","2,309676170349121","2,0302412509918213"
2007,12,671,500200402704,MEDICINA,"Universidade para O Desenvolvimento do Estado e da Região do Pantanal",UNIDERP,"CAMPO GRANDE",50,MS,2,Privada,5,Privada,1,2,75,42,33,"71,66666412353516","71,10606384277344","39,869049072265625","64,03636169433594","47,818450927734375","65,80378723144531",4,4,3,"0,5909090638160706","0,8333333134651184",85,8,69,"0,0941176488995552","0,8117647171020508","4,166666507720947","3,3977272510528564","4,058823585510254","0,5277969837188721","2,5156571865081787","2,95119047164917","3,014843463897705","2,8396265506744385"
2007,12,688,290602833307,MEDICINA,"Universidade Estadual do Sudoeste da Bahia",UESB,"VITORIA DA CONQUISTA",29,BA,1,Pública,2,Estadual,1,2,21,21,0,"67,92857360839844",,"32,880950927734375",,"41,64285659790039",,SC,SC,SC,,,46,0,46,0,1,,,5,0,,,,
2007,12,693,330601804557,MEDICINA,"Universidade Federal do Estado do Rio de Janeiro",UNIRIO,"RIO DE JANEIRO",33,RJ,1,Pública,1,Federal,1,2,78,43,35,"76,80232238769531","65,27143096923828","36,4511604309082","61,23143005371094","46,5389518737793","62,241432189941406",3,3,3,"0,1428571492433548","0,4399999976158142",156,65,156,"0,4166666567325592",1,"2,200000047683716","0,8214285969734192",5,"2,3366012573242188","2,545258045196533","2,6170992851257324","2,3152568340301514","2,5049943923950195"
2007,12,694,500200402704,MEDICINA,"Universidade Federal de Mato Grosso do Sul",UFMS,"CAMPO GRANDE",50,MS,1,Pública,1,Federal,1,2,49,26,23,"76,73076629638672","76,82608795166016","29,430768966674805","68,16087341308594","41,255767822265625","70,32717895507813",4,4,4,"0,05000000074505806","0,22727273404598236",116,43,116,"0,37068966031074524",1,"1,1363636255264282","0,28749990463256836",5,"2,0787694454193115","2,191505193710327","3,3218255043029785","3,6087610721588135","3,068810224533081"
2007,12,699,110100100205,MEDICINA,"Fundação Universidade Federal de Rondônia",UNIR,"PORTO VELHO",11,RO,1,Pública,1,Federal,1,1,21,21,0,"62,33333206176758",,"33,56190490722656",,"40,7547607421875",,SC,SC,SC,,,46,13,46,"0,28260868787765503",1,,,5,"1,5848251581192017",,,,
2007,12,717,430502614902,MEDICINA,"Fundação Faculdade Federal de Ciências Médicas Porto Alegre",FFFCMPA,"PORTO ALEGRE",43,RS,1,Pública,1,Federal,4,2,59,37,22,"78,06756591796875","75,2272720336914","34,013511657714844","75,53182220458984","45,02702331542969","75,4556884765625",5,5,5,"0,3333333432674408","0,800000011920929",175,95,175,"0,5428571701049805",1,4,"1,9166667461395264",5,"3,044257879257202","3,3014674186706543","4,302093029022217","4,343179225921631","4,014231204986572"
2007,12,718,240401808102,MEDICINA,"Universidade Potiguar",UNP,NATAL,24,RN,2,Privada,5,Privada,1,2,50,50,0,"72,80000305175781",,"33,5",,"43,32500076293945",,SC,SC,SC,,,34,2,32,"0,05882352963089943","0,9411764740943909",,,"4,705882549285889","0,32987314462661743",,,,
2007,12,750,170100509500,MEDICINA,"Faculdade Unirg",UNIRG,GURUPI,17,TO,1,Pública,3,Municipal,4,1,70,70,0,"66,28571319580078",,"31,255714416503906",,"40,013214111328125",,SC,SC,SC,,,50,3,13,"0,05999999865889549","0,25999999046325684",,,"1,2999999523162842","0,3364706039428711",,,,
2007,12,756,220200311001,MEDICINA,"Universidade Estadual do Piauí",UESPI,TERESINA,22,PI,1,Pública,2,Estadual,1,2,36,18,18,"79,88888549804688","65,63888549804688","28,866666793823242","61,33333206176758","41,622222900390625","62,40972137451172",3,2,3,"0,5333333611488342","0,6666666865348816",66,18,5,"0,27272728085517883","0,07575757801532745","3,3333334922790527","3,066666841506958","0,3787878751754761","1,529411792755127","1,8566932678222656","2,372286319732666","1,9492249488830566","2,0906901359558105"
2007,12,780,510401703403,MEDICINA,"Universidade de Cuiabá",UNIC,CUIABA,51,MT,2,Privada,5,Privada,1,2,92,73,19,"60,69178009033203","61,394737243652344","31,73972511291504","55,5","38,97773742675781","56,97368621826172",2,3,2,"0,4615384638309479","0,625",192,10,126,"0,0520833320915699","0,65625","3,125","2,653846263885498","3,28125","0,29207518696784973","1,93122398853302","1,3555216789245605","2,103470802307129","1,7526171207427979"
2007,12,789,140100100100,MEDICINA,"Universidade Federal de Roraima",UFRR,"BOA VISTA",14,RR,1,Pública,1,Federal,1,1,32,16,16,"73,34375","73,71875","35,6875","63,76874923706055","45,1015625","66,2562484741211",3,1,2,"0,09090909361839294","0,3571428656578064",29,5,29,"0,17241379618644714",1,"1,7857143878936768","0,5227273106575012",5,"0,9668695330619812","1,8885396718978882","2,87369966506958","0,6296481490135193","1,9049363136291504"
2007,12,792,150300701402,MEDICINA,"Centro Universitário do Estado do Pará",CESUPA,BELEM,15,PA,2,Privada,5,Privada,2,1,34,34,0,"60,54411697387695",,"29,914705276489258",,"37,572059631347656",,SC,SC,SC,,,27,7,14,"0,25925925374031067","0,5185185074806213",,,"2,592592477798462","1,4538851976394653",,,,
2007,12,823,210100211300,MEDICINA,"Centro Universitário do Maranhão",UNICEUMA,"SAO LUIS",21,MA,2,Privada,5,Privada,2,2,41,41,0,"54,53658676147461",,"35,25609588623047",,"40,07621765136719",,SC,SC,SC,,,43,5,41,"0,11627907305955887","0,9534883499145508",,,"4,767441749572754","0,6520747542381287",,,,
2007,12,953,351506348500,MEDICINA,"Universidade Metropolitana de Santos",UNIMES,SANTOS,35,SP,2,Privada,5,Privada,1,2,77,37,40,"56,5","56,724998474121094","26,53513526916504","56,82500076293945","34,02635192871094","56,79999923706055",2,2,2,"0,4444444477558136","0,7948718070983887",135,45,115,"0,3333333432674408","0,8518518805503845","3,9743590354919434","2,555555582046509","4,259259223937988","1,8692810535430908","2,83815336227417","1,2176905870437622","1,3532941341400146","1,744510531425476"
2007,12,1042,411003706902,MEDICINA,"Centro Universitário Positivo",UNICENP,CURITIBA,41,PR,2,Privada,5,Privada,2,2,30,30,0,"67,33333587646484",,"30,709999084472656",,"39,8658332824707",,SC,SC,SC,,,64,12,16,"0,1875","0,25",,,"1,25","1,0514705181121826",,,,
2007,12,1087,110100100205,MEDICINA,"Faculdades Integradas Aparício Carvalho",FIMCA,"PORTO VELHO",11,RO,2,Privada,5,Privada,3,1,46,46,0,"47,706520080566406",,"26,37173843383789",,"31,705432891845703",,SC,SC,SC,,,46,5,44,"0,10869564861059189","0,95652174949646",,,"4,782608985900879","0,6095481514930725",,,,
2007,12,1189,420301009300,MEDICINA,"Universidade do Planalto Catarinense",UNIPLAC,LAGES,42,SC,2,Privada,5,Privada,1,2,25,25,0,"60,119998931884766",,"40,47599792480469",,"45,38699722290039",,SC,SC,SC,,,52,1,38,"0,01923076994717121","0,7307692170143127",,,"3,653846025466919","0,10784309357404709",,,,
2007,12,1244,320300905309,MEDICINA,"Faculdade Brasileira",UNIVIX,VITORIA,32,ES,2,Privada,5,Privada,4,2,29,29,0,61,,"33,37586212158203",,"40,281898498535156",,SC,SC,SC,,,39,10,21,"0,25641027092933655","0,5384615659713745",,,"2,692307949066162","1,4379085302352905",,,,
2007,12,1414,110100100205,MEDICINA,"Faculdade São Lucas",FSL,"PORTO VELHO",11,RO,2,Privada,5,Privada,4,1,63,63,0,"58,89682388305664",,"31,957141876220703",,"38,69206237792969",,SC,SC,SC,,,46,6,16,"0,1304347813129425","0,3478260934352875",,,"1,7391303777694702","0,7314577698707581",,,,
2007,12,1430,410300915200,MEDICINA,"Faculdade Ingá",UNINGÁ,MARINGA,41,PR,2,Privada,5,Privada,4,2,45,45,0,"62,911109924316406",,"32,93333435058594",,"40,42778015136719",,SC,SC,SC,,,19,4,19,"0,21052631735801697",1,,,5,"1,180598497390747",,,,
2007,12,1461,290502127408,MEDICINA,"Faculdade de Tecnologia e Ciências","FTC SALVADOR",SALVADOR,29,BA,2,Privada,5,Privada,4,2,52,52,0,"58,69230651855469",,"37,83269119262695",,"43,0475959777832",,SC,SC,SC,,,104,26,50,"0,25","0,48076921701431274",,,"2,403846025466919","1,4019607305526733",,,,
2007,12,1547,230703207304,MEDICINA,"Faculdade de Medicina de Juazeiro do Norte",FMJ,"JUAZEIRO DO NORTE",23,CE,2,Privada,5,Privada,4,2,91,42,49,"62,5476188659668","67,53060913085938","30,157142639160156","58,78163146972656","38,2547607421875","60,968875885009766",2,3,3,"0,3636363744735718","0,9411764740943909",132,7,95,"0,05303030461072922","0,7196969985961914","4,705882549285889","2,090909242630005","3,598484992980957","0,29738566279411316","2,0180470943450928","1,859020709991455","2,27400279045105","2,0312232971191406"
2007,12,1559,320100301506,MEDICINA,"Centro Universitário do Espírito Santo",UNESC,COLATINA,32,ES,2,Privada,5,Privada,2,2,54,54,0,"48,675926208496094",,"28,892593383789063",,"33,83842468261719",,SC,SC,SC,,,60,3,41,"0,05000000074505806","0,6833333373069763",,,"3,4166667461395264","0,2803921699523926",,,,
2007,12,1563,220200311001,MEDICINA,"Faculdade de Saúde, Ciências Humanas e Tecnológicas do Piauí",NOVAFAPI,TERESINA,22,PI,2,Privada,5,Privada,4,2,57,57,0,"65,69298553466797",,"31,468420028686523",,"40,02456283569336",,SC,SC,SC,,,57,10,55,"0,17543859779834747","0,9649122953414917",,,"4,824561595916748","0,9838321208953857",,,,
2007,12,1586,311005252501,MEDICINA,"Universidade do Vale do Sapucaí",UNIVÁS,"POUSO ALEGRE",31,MG,2,Privada,5,Privada,1,2,65,35,30,"68,78571319580078","66,94999694824219","28,242856979370117","57,71666717529297","38,378570556640625","60,025001525878906",2,3,3,"0,3499999940395355","0,6086956262588501",83,18,73,"0,21686747670173645","0,8795180916786194","3,04347825050354","2,012500047683716","4,397590637207031","1,2161587476730347","2,374415397644043","1,764285683631897","2,105384349822998","2,049654245376587"
2007,12,1600,310200743302,MEDICINA,"Instituto de Ciências da Saúde",ICS,"MONTES CLAROS",31,MG,2,Privada,5,Privada,5,2,54,54,0,"76,6759262084961",,"39,87036895751953",,"49,07175827026367",,SC,SC,SC,,,80,1,2,"0,012500000186264515","0,02500000037252903",,,"0,12499983608722687","0,07009807974100113",,,,
2007,12,1664,310703071204,MEDICINA,"Faculdade da Saúde e Ecologia Humana",Faseh,VESPASIANO,31,MG,2,Privada,5,Privada,4,2,55,55,0,"71,12727355957031",,"33,42909240722656",,"42,8536376953125",,SC,SC,SC,,,58,15,28,"0,2586206793785095","0,48275861144065857",,,"2,4137930870056152","1,4503041505813599",,,,
2007,12,1734,220200311001,MEDICINA,"Faculdade Integral Diferencial",FACID,TERESINA,22,PI,2,Privada,5,Privada,4,2,25,25,0,"69,30000305175781",,"30,19999885559082",,"39,974998474121094",,SC,SC,SC,,,61,8,45,"0,13114753365516663","0,7377049326896667",,,"3,6885247230529785","0,735454797744751",,,,
2007,12,1895,230301604400,MEDICINA,"Faculdade Christus",Christus,FORTALEZA,23,CE,2,Privada,5,Privada,4,2,37,37,0,"69,43243408203125",,"43,05134963989258",,"49,64662170410156",,SC,SC,SC,,,20,7,20,"0,3499999940395355",1,,,5,"1,9627450704574585",,,,
2007,12,1917,110200600049,MEDICINA,"Faculdade de Ciências Biomédicas de Cacoal",FACIMED,CACOAL,11,RO,2,Privada,5,Privada,4,1,26,26,0,"50,05769348144531",,"26,573076248168945",,"32,44422912597656",,SC,SC,SC,,,20,4,13,"0,20000000298023224","0,6499999761581421",,,"3,249999761581421","1,1215686798095703",,,,
2007,12,1960,530100100108,MEDICINA,"Faculdade de Medicina do Planalto Central",FAMEPLAC,BRASILIA,53,DF,2,Privada,5,Privada,4,2,77,40,37,"64,4124984741211","64,56756591796875","28,167499542236328","52,08918762207031","37,2287483215332","55,20878219604492",2,2,2,"0,42424243688583374","0,6857143044471741",94,17,78,"0,1808510571718216","0,8297872543334961","3,4285714626312256","2,439393997192383","4,1489362716674805","1,0141843557357788","2,391617774963379","0,9892668128013611","1,417380690574646","1,5384063720703125"
2007,12,1995,250402207507,MEDICINA,"Faculdade de Medicina Nova Esperança",FAMENE,"JOAO PESSOA",25,PB,2,Privada,5,Privada,4,2,49,49,0,"44,306121826171875",,"27,987754821777344",,"32,067344665527344",,SC,SC,SC,,,43,12,43,"0,27906978130340576",1,,,5,"1,5649795532226563",,,,
2007,12,2082,250402207507,MEDICINA,"Faculdade de Ciências Médicas da Paraíba",FCM-PB,"JOAO PESSOA",25,PB,2,Privada,5,Privada,4,2,52,52,0,"51,81730651855469",,"30,440383911132813",,"35,78461456298828",,SC,SC,SC,,,34,7,34,"0,20588235557079315",1,,,5,"1,1545559167861938",,,,
2007,12,2362,250301704009,MEDICINA,"Faculdade de Ciências Médicas de Campina Grande",FCM,"CAMPINA GRANDE",25,PB,2,Privada,5,Privada,4,2,58,58,0,"54,681034088134766",,"31,222414016723633",,"37,08707046508789",,SC,SC,SC,,,26,2,15,"0,07692307978868484","0,5769230723381042",,,"2,884615421295166","0,4313724935054779",,,,
2007,12,2564,250301704009,MEDICINA,"Universidade Federal de Campina Grande",UFCG,"CAMPINA GRANDE",25,PB,1,Pública,1,Federal,1,2,65,39,26,"67,12820434570313","66,86538696289063","31,817949295043945","61,592308044433594","40,645511627197266","62,91057586669922",3,3,3,"0,11764705926179886","0,380952388048172",44,9,44,"0,20454545319080353",1,"1,9047620296478271","0,6764705181121826",5,"1,1470588445663452","2,0125107765197754","2,2833971977233887","2,5367023944854736","2,278122901916504"
2007,12,2579,310100247006,MEDICINA,"Faculdade Atenas",FA,PARACATU,31,MG,2,Privada,5,Privada,4,2,48,48,0,"56,82291793823242",,"26,17708396911621",,"33,83854293823242",,SC,SC,SC,,,29,7,15,"0,24137930572032928","0,517241358757019",,,"2,5862069129943848","1,3536173105239868",,,,
2007,12,2843,311206536702,MEDICINA,"Faculdade de Ciências Médicas e da Saúde de Juiz de Fora",FCMS,"JUIZ DE FORA",31,MG,2,Privada,5,Privada,4,2,54,54,0,"61,546295166015625",,"30,209259033203125",,"38,04351806640625",,SC,SC,SC,,,107,24,29,"0,22429905831813812","0,2710280418395996",,,"1,3551403284072876","1,2578339576721191",,,,
2007,12,3151,420100204202,MEDICINA,"Universidade Comunitária Regional de Chapecó",UNOCHAPECÓ,CHAPECO,42,SC,2,Privada,5,Privada,1,2,28,28,0,"63,19643020629883",,"42,68214416503906",,"47,81071472167969",,SC,SC,SC,,,17,2,14,"0,11764705926179886","0,8235294222831726",,,"4,117647171020508","0,6597462296485901",,,,
2007,12,3223,530100100108,MEDICINA,"Escola Superior de Ciências da Saúde",ESCS,BRASILIA,53,DF,1,Pública,2,Estadual,5,2,59,22,37,"78,9772720336914","75,98648834228516","45,186363220214844","71,93513488769531","53,634090423583984","72,9479751586914",5,3,4,"0,7058823704719543","0,8823529481887817",149,24,149,"0,16107381880283356",1,"4,411764621734619","4,058823585510254",5,"0,9032766819000244","3,089481830596924","4,229522228240967","2,2394895553588867","3,2905004024505615"
2007,12,3226,170100202109,MEDICINA,"Faculdade de Medicina",ITPAC,ARAGUAINA,17,TO,2,Privada,5,Privada,4,1,60,34,26,"52,52941131591797","67,84615325927734","25,89411735534668","54,22307586669922","32,552940368652344","57,62884521484375",2,3,2,"0,8461538553237915","0,9285714030265808",64,5,6,"0,078125","0,09375","4,642857074737549","4,865384578704834","0,46874991059303284","0,43811270594596863","2,0738182067871094","0,9789125323295593","2,492508888244629","1,7614631652832031"
2007,12,3615,260501711606,MEDICINA,"Faculdade Boa Viagem - Instituto Materno Infantil de Pernambuco",FBV-IMIP,RECIFE,26,PE,2,Privada,5,Privada,4,2,56,56,0,"68,16071319580078",,"44,14821243286133",,"50,151336669921875",,SC,SC,SC,,,37,8,37,"0,21621622145175934",1,,,5,"1,212506651878357",,,,
2007,12,3791,310803931307,MEDICINA,"Faculdade de Medicina do Vale do Aço",FAMEVAÇO,IPATINGA,31,MG,2,Privada,5,Privada,4,2,79,69,10,"61,60144805908203","62,20000076293945","35,51884078979492","54,619998931884766","42,039493560791016","56,51499938964844",2,SC,2,"0,4444444477558136","0,7777777910232544",59,8,41,"0,1355932205915451","0,694915235042572","3,8888890743255615","2,555555582046509","3,474576234817505","0,7603855133056641","2,2111053466796875","1,3930712938308716",,"1,6384814977645874"
2007,12,3966,310804013404,MEDICINA,"Centro Universitário de Caratinga",UNEC,CARATINGA,31,MG,2,Privada,5,Privada,2,2,9,0,9,,"61,16666793823242",,"59,16666793823242",,"59,66666793823242",SC,SC,SC,0,1,48,6,9,"0,125","0,1875",5,0,"0,9375","0,7009803652763367",,,,
2007,12,3971,170200618204,MEDICINA,"Instituto de Ensino Superior de Porto Nacional",IESPEN,"PORTO NACIONAL",17,TO,2,Privada,5,Privada,5,1,25,25,0,"47,47999954223633",,"26,47599983215332",,"31,726999282836914",,SC,SC,SC,,,35,3,14,"0,08571428805589676","0,4000000059604645",,,2,"0,4806722402572632",,,,
2007,12,3984,260200511101,MEDICINA,"Fundação Universidade Federal do Vale do São Francisco",UNIVASF,PETROLINA,26,PE,1,Pública,1,Federal,1,2,53,53,0,"69,37735748291016",,"42,09245300292969",,"48,91368103027344",,SC,SC,SC,,,26,2,26,"0,07692307978868484",1,,,5,"0,4313724935054779",,,,
2007,12,4504,500401003702,MEDICINA,"Fundação Universidade Federal da Grande Dourados",UFGD,DOURADOS,50,MS,1,Pública,1,Federal,1,2,63,34,29,"80,02941131591797","74,72413635253906","25,782352447509766","65,41034698486328","39,3441162109375","67,7387924194336",3,SC,3,"0,3333333432674408","0,47058823704719543",61,4,61,"0,06557376682758331",1,"2,3529412746429443","1,9166667461395264",5,"0,3677273392677307","2,0904812812805176","2,923199415206909",,"2,673384189605713"
2007,12,5215,350100511102,MEDICINA,"Faculdades Integradas Padre Albino",FIPA,CATANDUVA,35,SP,2,Privada,5,Privada,,2,41,22,19,"78,0227279663086","66,10526275634766","32,58636474609375","66,93684387207031","43,945457458496094","66,72895050048828",4,SC,3,"0,0714285746216774","0,8333333134651184",110,33,88,"0,30000001192092896","0,800000011920929","4,166666507720947","0,4107142388820648",4,"1,6823530197143555","2,142946720123291","3,101771116256714",,"2,8141238689422607"
2007,17,1,510100707909,AGRONOMIA,"Universidade Federal de Mato Grosso",UFMT,SINOP,51,MT,1,Pública,1,Federal,1,2,52,52,0,"54,375",,"37,06730651855469",,"41,394229888916016",,SC,SC,SC,,,9,6,9,"0,6666666865348816",1,,,5,"3,3333334922790527",,,,
2007,17,1,510401703403,AGRONOMIA,"Universidade Federal de Mato Grosso",UFMT,CUIABA,51,MT,1,Pública,1,Federal,1,2,86,40,46,"51,95000076293945","58,260868072509766","38,64500045776367","55,184783935546875","41,97125244140625","55,95380401611328",3,3,3,"0,27586206793785095","0,1666666716337204",59,42,59,"0,7118644118309021",1,"0,8333333134651184","1,4604462385177612",5,"3,5593221187591553","3,054603099822998","2,901334762573242","2,443981885910034","2,8101093769073486"
2007,17,1,510501907040,AGRONOMIA,"Universidade Federal de Mato Grosso",UFMT,"PRIMAVERA DO LESTE",51,MT,1,Pública,1,Federal,1,2,23,0,23,,"62,434783935546875",,"60,97391128540039",,"61,33913040161133",SC,3,SC,"0,3684210479259491","0,42105263471603394",29,18,29,"0,6206896305084229",1,"2,1052632331848145","1,9504643678665161",5,"3,1034481525421143",,,"2,4266300201416016",
2007,17,2,530100100108,AGRONOMIA,"Universidade de Brasília",UnB,BRASILIA,53,DF,1,Pública,1,Federal,1,2,73,42,31,"60,97618865966797","68,16129302978516","46,70952224731445","63,66773986816406","50,276187896728516","64,79113006591797",5,2,4,"0,6666666865348816","0,2916666567325592",60,47,60,"0,7833333611488342",1,"1,4583332538604736","3,529411792755127",5,"3,9166667461395264","3,8176839351654053","4,091032028198242","1,2480765581130981","3,1561410427093506"
2007,17,3,280301106701,AGRONOMIA,"Universidade Federal de Sergipe",UFS,"SAO CRISTOVAO",28,SE,1,Pública,1,Federal,1,2,56,27,29,"43,24074172973633","46,13793182373047","30,203702926635742","44,358619689941406","33,46296310424805","44,80344772338867",2,1,2,"0,190476194024086","0,04545454680919647",62,34,62,"0,5483871102333069",1,"0,22727283835411072","1,0084033012390137",5,"2,7419357299804688","2,551891803741455","1,3841124773025513","0,22924858331680298","1,3879871368408203"
2007,17,4,130300702603,AGRONOMIA,"Universidade Federal do Amazonas",UFAM,MANAUS,13,AM,1,Pública,1,Federal,1,1,55,32,23,"52,34375","55,39130401611328","36,14374923706055","49,55217361450195","40,193748474121094","51,01195526123047",3,2,3,"0,3888888955116272","0,11764705926179886",69,41,62,"0,5942028760910034","0,8985507488250732","0,5882353782653809","2,058823585510254","4,492753982543945","2,9710144996643066","2,8418374061584473","2,262601375579834","1,2595933675765991","2,135469913482666"
2007,17,5,220200311001,AGRONOMIA,"Universidade Federal do Piauí",UFPI,TERESINA,22,PI,1,Pública,1,Federal,1,2,73,37,36,"55,378379821777344","55,55555725097656","40,289188385009766","50,96111297607422","44,061485290527344","52,10972595214844",3,2,3,"0,7272727489471436","0,11764705926179886",43,17,43,"0,39534884691238403",1,"0,5882353782653809","3,8502674102783203",5,"1,976744294166565","3,0599281787872314","2,5463593006134033","1,2466552257537842","2,310518741607666"
2007,17,5,220301001903,AGRONOMIA,"Universidade Federal do Piauí",UFPI,"BOM JESUS",22,PI,1,Pública,1,Federal,1,2,14,14,0,"46,03571319580078",,"42,79999923706055",,"43,60892868041992",,SC,SC,SC,,,13,10,13,"0,7692307829856873",1,,,5,"3,846153974533081",,,,
