Ano,Cód.Área,"Área de Enquadramento",Cód.IES,"Nome da IES","Sigla da IES","Categ. Administrativa","Org. Acadêmica","Cód. Município","Município do Curso","UF do Curso","Região do Curso","Nr. Cursos da Unidade","Conluintes Inscritos","Concluintes Participantes","Nota Bruta - FG","Nota Bruta - CE","Nota Bruta - Geral","Nota Contínua do Enade","Nota Bruta - Org. Didático-Pedagógica","Nota Padronizada - Org. Didático-Pedagógica","Nota Bruta - Infraestrutura","Nota Padronizada - Infraestrutura","Nota Bruta - Oport. Ampliação","Nota Padronizada - Oport. Ampliação","Ingressantes inscritos no Enade","Ingressantes participantes no Enem","Nota dos Ingressantes no Enem","% de Ingressantes cujos pais têm ensino superior","Nota Bruta do IDD","Nota Padronizada do IDD","% de Mestres","Nota Padronizada de Mestres","% de Doutores","Nota Padronizada de Doutores","% regime de trabalho mínimo parcial","Nota padronizada de regime de trabalho","CPC Contínuo","CPC Faixa",Observação
2013,19,FARMÁCIA,570,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",UFRN,"Pública Federal",Universidade,2408102,NATAL,RN,NORDESTE,2,101,101,"51,0722770690918","47,68217849731445","48,54356384277344","3,2952282428741455","4,835539817810059","1,935916556465641","3,9686434268951416","1,6367917318504528","4,925247669219971","3,2049103683069733",187,175,"60,481842041015625","42,261905670166016","24,779613494873047","2,3865866661071777","85,64705657958984","3,8836599459542054","59,05882263183594","2,9529410804536482",100,5,"2,9107227325439453",3,
2013,19,FARMÁCIA,571,"UNIVERSIDADE FEDERAL DO PARANÁ",UFPR,"Pública Federal",Universidade,4106902,CURITIBA,PR,SUL,1,63,62,"54,21128845214844","54,03871154785156","54,09677505493164","4,105989456176758","4,391734600067139","0,7228224286392133","3,5936129093170166","1,015873867346647","4,597043037414551","2,6567312874665405",58,48,"63,446876525878906","64,58333587646484","28,84317970275879","3,1381940841674805",100,5,"90,90908813476563","4,545454311974066",100,5,"3,5228075981140137",4,
2013,19,FARMÁCIA,572,"UNIVERSIDADE FEDERAL FLUMINENSE",UFF,"Pública Federal",Universidade,3303302,NITEROI,RJ,SUDESTE,1,20,18,"44,75555419921875","40,00555419921875","41,2055549621582","2,2101240158081055","3,926567792892456",0,"3,633828639984131","1,0824568947410016","3,637500047683716","1,0540683725497475",67,67,"65,80683135986328","51,51515197753906","12,53182601928711","0,12120531499385834","93,78238677978516","4,516407844404425","80,31088256835938","4,015544004486395",100,5,"1,8809833526611328",2,
2013,19,FARMÁCIA,573,"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO",UFES,"Pública Federal",Universidade,3200201,ALEGRE,ES,SUDESTE,1,23,21,"55,75238037109375","50,30952453613281","51,67618942260742","3,772256374359131","5,226896286010742","3,0056475799275164","4,314241409301758","2,208979862787808","5,101587295532227","3,499439093451349",0,0,,,,,"90,625","4,270833330062911",75,"3,7499998573174844",100,5,,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,19,FARMÁCIA,573,"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO",UFES,"Pública Federal",Universidade,3204906,"SAO MATEUS",ES,SUDESTE,1,15,15,"53,733333587646484","51,279998779296875","51,900001525878906","3,791224479675293","4,871146202087402","2,0332428087981866","3,8136751651763916","1,3802192089389143","4,599999904632568","2,661669952472626",19,19,"58,72539520263672","47,05882263183594","29,992509841918945","3,3507771492004395","96,7741928100586","4,749103933087223","83,87096405029297","4,193548147758361",100,5,"3,579277753829956",4,
2013,19,FARMÁCIA,573,"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO",UFES,"Pública Federal",Universidade,3205309,VITORIA,ES,SUDESTE,1,66,53,"48,38490676879883","48,39622497558594","48,40754699707031","3,258763551712036","4,7575764656066895","1,7228121345562823","4,093386173248291","1,8433216757587267","4,30294132232666","2,1655121125505508",23,23,"61,056522369384766","31,81818199157715","26,152259826660156","2,640474796295166","98,07691955566406","4,850427082085013","86,53845977783203","4,326922912289405",100,5,"3,2392542362213135",4,
2013,19,FARMÁCIA,574,"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO",UFRRJ,"Pública Federal",Universidade,3305554,SEROPEDICA,RJ,SUDESTE,1,0,0,,,,,,0,,0,,0,78,77,"57,84688186645508","27,397260665893555",,,"96,44268798828125","4,723320159653955","83,79446411132813","4,189723114875748",100,5,,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,19,FARMÁCIA,575,"UNIVERSIDADE FEDERAL DE MINAS GERAIS",UFMG,"Pública Federal",Universidade,3106200,"BELO HORIZONTE",MG,SUDESTE,5,132,118,"52,28135681152344","54,8677978515625","54,2338981628418","4,113592147827148","4,594412326812744","1,2768203878146314","4,273781776428223","2,141992938057823","4,788346767425537","2,976253601398069",252,229,"62,843875885009766","41,704036712646484","28,77440071105957","3,1254725456237793","99,63504028320313","4,971614200146136","92,70072937011719","4,63503638803663",100,5,"3,6370279788970947",4,
2013,19,FARMÁCIA,576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA",UFJF,"Pública Federal",Universidade,3127701,"GOVERNADOR VALADARES",MG,SUDESTE,1,0,0,,,,,,0,,0,,0,35,35,"57,676856994628906","55,882354736328125",,,"95,45454406738281","4,646464583038275","86,36363983154297","4,318181896008645",100,5,,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,19,FARMÁCIA,576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA",UFJF,"Pública Federal",Universidade,3136702,"JUIZ DE FORA",MG,SUDESTE,1,91,91,"61,35934066772461","58,769229888916016","59,42637252807617","4,9112396240234375","4,758302688598633","1,7247971416622185","4,639184951782227","2,7469714720391574","5,191208839416504","3,6491282118536654",54,53,"65,31405639648438","52,8301887512207","33,32779312133789","3,967679500579834","92,4731216430664","4,414576157830724","89,247314453125","4,462365717203939",100,5,"4,104320526123047",5,
2013,19,FARMÁCIA,577,"UNIVERSIDADE FEDERAL DE ALAGOAS",UFAL,"Pública Federal",Universidade,2704302,MACEIO,AL,NORDESTE,1,60,55,"47,650909423828125","41,6709098815918","43,17818069458008","2,509505271911621","4,157907962799072","0,08368244160915414","3,4170703887939453","0,7235820051429498","4,229166507720947","2,0422908170379883",30,30,"60,768917083740234","32,14285659790039","21,11260223388672","1,708327054977417","96,96969604492188","4,764309748188895","74,24242401123047","3,712121073762409",100,5,"2,4824695587158203",3,
2013,19,FARMÁCIA,578,"UNIVERSIDADE FEDERAL DA BAHIA",UFBA,"Pública Federal",Universidade,2927408,SALVADOR,BA,NORDESTE,2,45,35,"49,994285583496094","47,83142852783203","48,380001068115234","3,265946388244629","4,531370639801025","1,1045027224377741","3,596320390701294","1,020356425715758","4,7671427726745605","2,940837944208149",81,80,"60,099342346191406",24,"25,667930603027344","2,5508921146392822","75,31914520263672","3,0803779469473884","63,40425491333008","3,170212736206625",100,5,"2,8349382877349854",3,
2013,19,FARMÁCIA,578,"UNIVERSIDADE FEDERAL DA BAHIA",UFBA,"Pública Federal",Universidade,2933307,"VITORIA DA CONQUISTA",BA,NORDESTE,1,25,25,"54,7400016784668","52,832000732421875","53,327999114990234","3,999258518218994","4,960079193115234","2,2763316150969337","3,9397435188293457","1,588943723790731","4,78000020980835","2,962312875729411",33,33,"57,671287536621094","25,80645179748535","32,91173553466797","3,8907244205474854",80,"3,4444444243858547","51,11111068725586","2,5555554350680976",100,5,"3,5025017261505127",4,
2013,19,FARMÁCIA,579,"UNIVERSIDADE FEDERAL DA PARAÍBA",UFPB,"Pública Federal",Universidade,2507507,"JOAO PESSOA",PB,NORDESTE,3,61,49,"46,6673469543457","43,36122512817383","44,20000076293945","2,6488170623779297","4,334107875823975","0,565306054556949","3,3992702960968018","0,694111110939179","4,392000198364258","2,3142614466721003",95,91,"58,79810333251953","43,82022476196289","21,891992568969727","1,8524850606918335","88,59648895263672","4,113060233925087","72,80701446533203","3,640350626872779",100,5,"2,5426254272460938",3,
2013,19,FARMÁCIA,580,"UNIVERSIDADE FEDERAL DE PERNAMBUCO",UFPE,"Pública Federal",Universidade,2611606,RECIFE,PE,NORDESTE,1,11,11,"48,0363655090332","45,95454406738281","46,490909576416016","2,9832966327667236","4,127293109893799",0,"3,6065902709960938","1,0373596582125897","4,17575740814209","1,9530849928576244",91,91,"61,57978057861328","39,56044006347656","20,698453903198242","1,6317251920700073","92,36640930175781","4,406276297138152","87,78626251220703","4,38931312522765",100,5,"2,6323258876800537",3,
2013,19,FARMÁCIA,581,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL",UFRGS,"Pública Federal",Universidade,4314902,"PORTO ALEGRE",RS,SUL,1,105,97,"46,655670166015625","51,669071197509766","50,42680358886719","3,5358526706695557","4,711915016174316","1,5980015109660963","4,480328559875488","2,4839614502845793","4,782673358917236","2,9667776775685746",135,116,"59,56566619873047","46,42856979370117","27,91427230834961","2,966381072998047","96,38554382324219","4,718875655836085","93,97590637207031","4,698795211666088",100,5,"3,497356414794922",4,
2013,19,FARMÁCIA,582,"UNIVERSIDADE FEDERAL DE SANTA MARIA",UFSM,"Pública Federal",Universidade,4316907,"SANTA MARIA",RS,SUL,1,118,103,"45,432037353515625","48,040775299072266","47,40388488769531","3,0969061851501465","4,756930351257324","1,7210459899173534","4,283722400665283","2,1584511455582955","5,018166542053223","3,360106773265587",141,117,"58,602073669433594","40,70796585083008","25,99201202392578","2,610835075378418","94,68085479736328","4,586288709253927","84,04255676269531","4,202127790113791",100,5,"3,203468084335327",4,
2013,19,FARMÁCIA,583,"UNIVERSIDADE FEDERAL DO CEARÁ",UFC,"Pública Federal",Universidade,2304400,FORTALEZA,CE,NORDESTE,1,94,90,"52,24777603149414","49,996665954589844","50,56999969482422","3,591801404953003","4,5863447189331055","1,2547684093975497","4,085028171539307","1,8294837146129914","4,832971096038818","3,050786748517998",99,96,"64,3515396118164","46,808509826660156","25,22706413269043","2,469348192214966","92,63157653808594","4,426900443145875",80,"3,9999998858539874",100,5,"3,151501178741455",4,
2013,19,FARMÁCIA,584,"UNIVERSIDADE FEDERAL DE GOIÁS",UFG,"Pública Federal",Universidade,5208707,GOIANIA,GO,CENTRO-OESTE,1,59,53,"52,9169807434082","51,815093994140625","52,099998474121094","3,8141396045684814","4,671996116638184","1,4888874016303775","4,4074859619140625","2,3633598406899385","4,962280750274658","3,2667643364394134",104,94,"59,828590393066406","47,25274658203125","28,684871673583984","3,108912944793701","92,30769348144531","4,401709505692057","77,69230651855469","3,8846152463231",100,5,"3,4502716064453125",4,
2013,19,FARMÁCIA,585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA",UFSC,"Pública Federal",Universidade,4205407,FLORIANOPOLIS,SC,SUL,3,240,204,"46,64950942993164","47,141178131103516","47,029903411865234","3,051880359649658","4,431257247924805","0,8308535461123294","4,073365688323975","1,8101748716426016","4,374029159545898","2,2842455780700472",131,109,"58,42039108276367","46,728973388671875","26,0350341796875","2,6187925338745117","91,36690521240234","4,328537078597853","81,29496765136719","4,064748355412787",100,5,"3,0462348461151123",4,
2013,19,FARMÁCIA,586,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",UFRJ,"Pública Federal",Universidade,3302403,MACAE,RJ,SUDESTE,1,40,35,"52,81428527832031","46,76856994628906","48,29428482055664","3,270711898803711","5,052351951599121","2,5285493258341694","4,145567893981934","1,929716161183205","4,546078681945801","2,571608818576056",30,30,"59,86308288574219",50,"26,151382446289063","2,640312433242798",100,5,"96,36363983154297","4,818181953081651",100,5,"3,4013962745666504",4,
2013,19,FARMÁCIA,586,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",UFRJ,"Pública Federal",Universidade,3304557,"RIO DE JANEIRO",RJ,SUDESTE,5,73,53,"52,22641372680664","49,28868103027344","50,03773498535156","3,5152711868286133","4,55199670791626","1,1608818448783738","3,6538045406341553","1,1155299112984713","4,5943450927734375","2,652225103350811",552,422,"63,0689582824707","46,943763732910156","22,93659019470215","2,045696496963501","98,91304016113281","4,9154586694974185","93,47826385498047","4,673913093106962",100,5,"3,0729427337646484",4,
2013,19,FARMÁCIA,591,"UNIVERSIDADE FEDERAL DE SÃO PAULO",UNIFESP,"Pública Federal",Universidade,3513801,DIADEMA,SP,SUDESTE,2,164,149,"55,3637580871582","49,014766693115234","50,61342239379883","3,617633104324341","4,688529968261719","1,5340808407313375","3,3846676349639893","0,6699342949729152","4,735511779785156","2,8880067231265323",156,151,"65,6490249633789","57,04697799682617","24,109699249267578","2,2626776695251465",100,5,100,5,100,5,"3,2362167835235596",4,
2013,19,FARMÁCIA,595,"UNIVERSIDADE FEDERAL DE ALFENAS",UNIFAL-MG,"Pública Federal",Universidade,3101607,ALFENAS,MG,SUDESTE,1,81,77,"55,87921905517578","54,135066986083984","54,585716247558594","4,186259746551514","4,989065647125244","2,355562997885698","4,615610599517822","2,7079406474083143","4,932499885559082","3,217023277009965",99,99,"61,64901351928711","48,979591369628906","30,633787155151367","3,4693894386291504","93,82716369628906","4,51989053012456","76,543212890625","3,827160564287662",100,5,"3,7320940494537354",4,
2013,19,FARMÁCIA,596,"UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI",UFVJM,"Pública Federal",Universidade,3121605,DIAMANTINA,MG,SUDESTE,1,53,49,"52,42856979370117","47,834693908691406",49,"3,3684234619140625","4,498398303985596","1,0143763660414082","3,6715850830078125","1,1449682816657087","4,1613335609436035","1,9289938198514969",32,32,"56,91765594482422","48,3870964050293","28,997896194458008","3,1668107509613037","96,55172729492188","4,73180101859472","55,17241287231445","2,7586205494327",100,5,"3,1072981357574463",4,
2013,19,FARMÁCIA,609,"UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ",UNIOESTE,"Pública Estadual",Universidade,4104808,CASCAVEL,PR,SUL,1,38,32,"56,98749923706055","56,131248474121094","56,36249923706055","4,446008205413818","5,226817607879639","3,0054325098187737","4,182814121246338","1,9913827880189179","5,018181800842285","3,3601322714359965",39,33,"56,559696197509766","39,39393997192383","36,88985061645508","4,626526355743408","94,7368392944336","4,590643106398368","45,614036560058594","2,280701753134364",100,5,"3,9788691997528076",5,
2013,19,FARMÁCIA,621,"CENTRO UNIVERSITÁRIO CESMAC",CESMAC,"Privada sem fins lucrativos","Centro Universitário",2704302,MACEIO,AL,NORDESTE,1,70,69,"41,497100830078125","34,2623176574707","36,08115768432617","1,4598698616027832","5,954631328582764","4,994833336382314","5,998885154724121","4,998154164819112",6,5,66,47,"45,97414779663086","33,33333206176758","24,39624786376953","2,315678358078003","68,18181610107422","2,5252523167383316","20,454545974731445","1,0227272273282904","43,181819915771484","1,9405594720757227","2,3403265476226807",3,
2013,19,FARMÁCIA,634,"UNIVERSIDADE FEDERAL DE PELOTAS",UFPEL,"Pública Federal",Universidade,4304663,"CAPAO DO LEAO",RS,SUL,1,0,0,,,,,,0,,0,,0,2,1,,,,,100,5,"96,875","4,843749803811541",100,5,,SC,
2013,19,FARMÁCIA,663,"UNIVERSIDADE SALGADO DE OLIVEIRA",UNIVERSO,"Privada sem fins lucrativos",Universidade,3303302,NITEROI,RJ,SUDESTE,1,49,42,"38,095237731933594","27,657142639160156","30,27618980407715","0,611518383026123","5,406264781951904","3,495932146718394","5,173280715942383","3,631245174795133","5,146969795227051","3,5752385800344784",31,10,"47,958499908447266",50,"16,524471282958984","0,8596948385238647","91,66666412353516","4,351851630916661","41,66666793823242","2,0833333363058855","54,16666793823242","2,532051319907046",,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,19,FARMÁCIA,663,"UNIVERSIDADE SALGADO DE OLIVEIRA",UNIVERSO,"Privada sem fins lucrativos",Universidade,3304904,"SAO GONCALO",RJ,SUDESTE,1,61,61,"41,691802978515625","30,203279495239258","33,080326080322266","1,034412145614624","5,7255072593688965","4,368547217509383","5,73266077041626","4,557380744547701","5,6120219230651855","4,351985241187764",103,33,"48,569244384765625",25,"18,574626922607422","1,2388968467712402",80,"3,4444444243858547","36,66666793823242","1,8333333345223544",60,"2,8461537887724777","2,051600933074951",3,
2013,19,FARMÁCIA,663,"UNIVERSIDADE SALGADO DE OLIVEIRA",UNIVERSO,"Privada sem fins lucrativos",Universidade,5208707,GOIANIA,GO,CENTRO-OESTE,1,0,0,,,,,,0,,0,,0,193,92,"47,100894927978516","24,096385955810547",,,84,"3,7555555512822036",4,"0,19999993721969309",16,"0,47692283209590336",,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,19,FARMÁCIA,664,"UNIVERSIDADE VILA VELHA",UVV,"Privada sem fins lucrativos",Universidade,3205200,"VILA VELHA",ES,SUDESTE,1,12,11,"57,70000076293945","45,55454635620117","48,609092712402344","3,3459935188293457","5,916666507720947","4,89106052781899","5,948718070983887","4,915095306876295","5,916666507720947","4,860813429788314",17,10,"53,310001373291016",0,"32,133392333984375","3,746760129928589",100,5,"46,42856979370117","2,321428408362839",100,5,"3,8128836154937744",4,
2013,19,FARMÁCIA,666,"UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA",UEFS,"Pública Estadual",Universidade,2910800,"FEIRA DE SANTANA",BA,NORDESTE,1,19,11,"43,05454635620117","38,87272644042969","39,936363220214844","2,01774001121521","4,488785266876221","0,988100191071462","3,751424551010132","1,2771541797772115","5,1759257316589355","3,623601807255598",27,26,"58,21125030517578",20,"19,197118759155273","1,3540345430374146","87,2727279663086","4,0101010758265865","43,6363639831543","2,1818181325278583",100,5,"2,1090457439422607",3,
2013,19,FARMÁCIA,669,"UNIVERSIDADE NILTON LINS",UNINILTONLINS,"Privada sem fins lucrativos",Universidade,1302603,MANAUS,AM,NORTE,1,10,10,"47,5","32,18000030517578","36,01000213623047","1,4892621040344238","5,8374505043029785","4,674532191287849","5,663461685180664","4,44281151860756","5,133333206176758","3,552462253815735",57,26,"44,907501220703125",16,"23,091148376464844","2,074284076690674","88,88888549804688","4,135802200718926","33,33333206176758","1,6666665477645701","63,88888931274414","3,0555554864853898","2,474745750427246",3,
2013,19,FARMÁCIA,670,"UNIVERSIDADE SÃO FRANCISCO",USF,"Privada sem fins lucrativos",Universidade,3507605,"BRAGANCA PAULISTA",SP,SUDESTE,1,44,42,"53,483333587646484","38,60714340209961","42,338096618652344","2,4268975257873535","5,513363361358643","3,788674620521161","5,511294364929199","4,19087629302309","5,295634746551514","3,823544057509645",45,28,"53,19294738769531","25,925926208496094","25,789560317993164","2,5733890533447266","84,78260803222656","3,8164250620001416","54,34782791137695","2,7173912950424444","91,3043441772461","4,531772393855023","3,0090723037719727",4,
2013,19,FARMÁCIA,670,"UNIVERSIDADE SÃO FRANCISCO",USF,"Privada sem fins lucrativos",Universidade,3509502,CAMPINAS,SP,SUDESTE,1,68,67,"51,4940299987793","38,520896911621094","41,78059768676758","2,3342247009277344","5,3049798011779785","3,219080493645653","5,0472636222839355","3,422605430565162","4,88358211517334","3,135319075542571",70,35,"55,0880012512207","23,52941131591797","23,97171974182129","2,237156629562378","84,8484878540039","3,8215490549050104","54,54545593261719","2,7272727013304516","84,8484878540039","4,184149340191007","2,750312328338623",3,
2013,19,FARMÁCIA,671,"UNIVERSIDADE ANHANGUERA - UNIDERP",UNIDERP,"Privada com fins lucrativos",Universidade,5002704,"CAMPO GRANDE",MS,CENTRO-OESTE,1,0,0,,,,,,0,,0,,0,96,64,"49,010623931884766","23,72881317138672",,,100,5,"33,33333206176758","1,6666665477645701","87,5","4,326923058991399",,SC,
2013,19,FARMÁCIA,673,"CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS",UNIGRAN,"Privada sem fins lucrativos","Centro Universitário",5003702,DOURADOS,MS,CENTRO-OESTE,1,28,26,"54,31922912597656","44,86538314819336","47,24615478515625","3,130533218383789","5,770477771759033","4,4914693598885655","5,680437088012695","4,470916769868955","5,443827152252197","4,0710603077102485",58,42,"47,922203063964844","28,205127716064453","32,712158203125","3,8538100719451904",100,5,45,"2,249999935792868",85,"4,192307670789679","3,664045810699463",4,
2013,19,FARMÁCIA,688,"UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA",UESB,"Pública Estadual",Universidade,2918001,JEQUIE,BA,NORDESTE,1,44,43,"53,03023147583008","47,99767303466797","49,26511764526367","3,411076545715332","5,087612628936768","2,624930620597959","4,182701110839844","1,9911956685012402","4,2643938064575195","2,1011286622630756",35,28,"54,59490966796875","11,538461685180664","32,377357482910156","3,791884422302246","76,08695983886719","3,140096851173633","45,65217208862305","2,282608526604411",100,5,,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,19,FARMÁCIA,694,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL",UFMS,"Pública Federal",Universidade,5002704,"CAMPO GRANDE",MS,CENTRO-OESTE,1,32,32,"48,77812576293945","46,90625","47,37812423706055","3,116086959838867","4,472217082977295","0,9428128675191374","3,6875","1,1713177472231378","3,856250047683716","1,419432454350979",43,37,"61,579593658447266","42,85714340209961","23,47999382019043","2,1462059020996094","92,95774841308594","4,452269317732676","78,87323760986328","3,943661837186922",100,5,"2,8396215438842773",3,
2013,19,FARMÁCIA,707,"CENTRO UNIVERSITÁRIO CENTRAL PAULISTA",UNICEP,"Privada com fins lucrativos","Centro Universitário",3548906,"SAO CARLOS",SP,SUDESTE,1,43,40,"41,147499084472656","32,42749786376953","34,61750030517578","1,2491891384124756","5,867799758911133","4,75748861326507","5,876785755157471","4,796000754438386","5,737083435058594","4,560867393188962",0,0,,,,,"92,30769348144531","4,401709505692057","69,23076629638672","3,4615381871490083","69,23076629638672","3,343195063736188",,SC,
2013,19,FARMÁCIA,717,"FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE",UFCSPA,"Pública Federal",Universidade,4314902,"PORTO ALEGRE",RS,SUL,1,0,0,,,,,,0,,0,,0,33,31,"60,234920501708984","28,571428298950195",,,"96,82539367675781","4,753086208508035","84,12698364257813","4,206349052342682",100,5,,,"Unidade com cursos não reconhecidos até 31/10/2014"
2013,19,FARMÁCIA,718,"UNIVERSIDADE POTIGUAR",UNP,"Privada com fins lucrativos",Universidade,2408102,NATAL,RN,NORDESTE,1,1,1,,,,,"5,956521511077881",5,6,5,6,5,153,99,"49,94517517089844","18,478260040283203",,,90,"4,2222222318154605",74,"3,6999999086831896",90,"4,461538447193119",,SC,
2013,19,FARMÁCIA,727,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO",FASF,"Privada sem fins lucrativos",Faculdade,3138807,LUZ,MG,SUDESTE,1,0,0,,,,,,0,,0,,0,22,18,"50,491111755371094","12,5",,,50,"1,1111110413421035","13,333333015441895","0,6666666476423312","36,66666793823242","1,5897436024950051",,SC,
2013,19,FARMÁCIA,730,"UNIVERSIDADE ESTADUAL DE PONTA GROSSA",UEPG,"Pública Estadual",Universidade,4119905,"PONTA GROSSA",PR,SUL,1,34,34,"55,744117736816406","54,03529357910156","54,47941207885742","4,169932842254639","4,973669052124023","2,313478085044581","4,4347662925720215","2,4085264231958052","4,68137264251709","2,7975816227975017",43,41,"58,710792541503906",45,"32,668724060058594","3,845776319503784","92,06349182128906","4,382716070701024","58,730159759521484","2,9365079070655127",100,5,"3,6880648136138916",4,
2013,19,FARMÁCIA,734,"FACULDADES INTEGRADAS MARIA IMACULADA",FIMI,"Privada sem fins lucrativos",Faculdade,3530706,MOGI-GUACU,SP,SUDESTE,1,0,0,,,,,,0,,0,,0,19,9,"50,051387786865234","22,22222137451172",,,"82,35294342041016","3,627451144346119","29,41176414489746","1,4705881681494044","70,5882339477539","3,4162894865765203",,SC,
2013,19,FARMÁCIA,736,"FACULDADE PITÁGORAS DE LINHARES",,"Privada com fins lucrativos",Faculdade,3203205,LINHARES,ES,SUDESTE,1,2,2,"41,95000076293945","35,30000305175781","36,95000076293945","1,589726448059082","5,73913049697876","4,405784930464828","5,769230842590332","4,61792787800564","5,333333492279053","3,886509870322765",26,17,"49,057647705078125","18,75","20,67532730102539","1,6274476051330566","78,57142639160156","3,333333143648844","14,285714149475098","0,7142856531360647","92,85713958740234","4,615384394227257","2,2493417263031006",3,
2013,19,FARMÁCIA,737,"CENTRO UNIVERSITÁRIO SÃO CAMILO","SAO CAMILO","Privada sem fins lucrativos","Centro Universitário",3550308,"SAO PAULO",SP,SUDESTE,1,86,63,,,,,"5,1799468994140625","2,8773164403508007","4,915544033050537","3,204524362244818","4,4873738288879395","2,4735579032821793",33,25,"57,4197998046875",52,,,"95,83333587646484","4,675926168663932","45,83333206176758","2,29166654776457","58,33333206176758","2,756410093032748",,SC,"Conforme Nota Técnica Daes/Inep nº 90/2014"
2013,19,FARMÁCIA,739,"CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO","SÃO CAMILO-ES","Privada sem fins lucrativos","Centro Universitário",3201209,"CACHOEIRO DE ITAPEMIRIM",ES,SUDESTE,1,50,49,"43,50204086303711","31,94081687927246","34,84693908691406","1,295979619026184","5,95051908493042","4,983593012895739","5,992150783538818","4,987004506514252","5,993197441101074","4,98863807606599",31,18,"50,00180435180664","16,66666603088379","20,991153717041016","1,685863733291626","71,42857360839844","2,777777917315793","14,285714149475098","0,7142856531360647",50,"2,3076922359655967","2,085637092590332",3,
2013,19,FARMÁCIA,750,"CENTRO UNIVERSITÁRIO UNIRG",UNIRG,"Pública Municipal","Centro Universitário",1709500,GURUPI,TO,NORTE,1,51,51,"40,170589447021484","27,058822631835938","30,34902000427246","0,634669303894043","4,37423038482666","0,674976678317395","3,7819626331329346","1,3277144179055669","3,1434781551361084","0,22893541802118572",34,15,"48,022335052490234","57,14285659790039","16,265979766845703","0,8118836283683777","35,71428680419922",0,"11,904762268066406","0,5952380680604732",100,5,"0,9981111884117126",2,
2013,19,FARMÁCIA,763,"INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO",IUESO,"Privada sem fins lucrativos",Faculdade,5208707,GOIANIA,GO,CENTRO-OESTE,1,43,43,"52,50232696533203","38,56046676635742","42,05813980102539","2,380753993988037","4,652354717254639","1,4351996837754324","4,365819931030273","2,294375637187806","3,204824447631836","0,33139808679969374",62,27,"50,00851821899414",28,"26,747055053710938","2,7504897117614746","76,66666412353516","3,1851849590173185",30,"1,4999999571952451","13,333333015441895","0,33333310540178496","2,1583547592163086",3,
2013,19,FARMÁCIA,775,"FACULDADE ALVORADA DE EDUCAÇÃO FÍSICA E DESPORTO - Descredenciada - Despacho nº 165, de 6 de setembro de 2013, descredencia a IES.DOU 09/09/2013.",FAEFD,"Privada sem fins lucrativos",Faculdade,5300108,BRASILIA,DF,CENTRO-OESTE,1,0,0,,,,,,0,,0,,0,63,18,"45,3629150390625","6,666666507720947",,,0,0,0,0,0,0,,,"IES Descredenciada / Curso Desativado"
2013,19,FARMÁCIA,780,"UNIVERSIDADE DE CUIABÁ","UNIC / PITÁGORAS","Privada com fins lucrativos",Universidade,5103403,CUIABA,MT,CENTRO-OESTE,1,21,21,"45,13333511352539","42,36190414428711","43,06666564941406","2,4777016639709473","5,685299873352051","4,258644675003726","5,443223476409912","4,078174966893027","5,334920883178711","3,8891611480417847",115,75,"48,59239959716797","20,28985595703125","27,401784896850586","2,8715901374816895","90,47618865966797","4,259259135709975","9,523809432983398","0,4761904829848817","90,47618865966797","4,487179347710883","2,8485443592071533",3,
2013,19,FARMÁCIA,792,"CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ",CESUPA,"Privada sem fins lucrativos","Centro Universitário",1501402,BELEM,PA,NORTE,1,43,43,"41,841861724853516","39,14651107788086","39,83488464355469","1,9961113929748535","5,764224529266357","4,474376729504043","5,71884298324585","4,534503377636243","5,562790870666504","4,269757783645219",56,51,"50,92632293701172","42,85714340209961","23,522878646850586","2,1541378498077393","85,71428680419922","3,8888889782804297","21,428571701049805","1,071428551045355","89,28571319580078","4,423076863304664","2,6063296794891357",3,
