ano,cod_ies,nome_ies,sigla_ies,org_academica,cat_administrativa,cod_curso,cod_area,area_enquadramento,modalidade_ensino,cod_municipio,municipio_curso,sigla_uf,concluintes_inscritos,concluintes_participantes,concluintes_participantes_enem,percentual_concluintes_participantes_enem,nota_bruta_idd,nota_padronizada_idd,idd_faixa
2016,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pessoa Jurídica de Direito Público - Estadual,19085,36,FISIOTERAPIA,Educação Presencial,2211001,TERESINA,PI,39,39,39,1,0.932536125183106,2.90244604342277,3
2016,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pessoa Jurídica de Direito Público - Estadual,19086,12,MEDICINA,Educação Presencial,2211001,TERESINA,PI,47,37,36,0.972972989082336,-1.05810856819153,1.77216025545574,2
2016,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pessoa Jurídica de Direito Público - Estadual,19090,23,ENFERMAGEM,Educação Presencial,2207702,PARNAÍBA,PI,18,18,18,1,0.185219615697861,2.59077572770818,3
2016,496,UNIVERSIDADE DE FRANCA,UNIFRAN,Universidade,Privada com fins lucrativos,19119,5,MEDICINA VETERINÁRIA,Educação Presencial,3516200,FRANCA,SP,36,36,31,0.861111104488373,-0.624150574207306,2.12688908496463,3
2016,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,19121,6,ODONTOLOGIA,Educação Presencial,4209102,JOINVILLE,SC,23,23,17,0.739130437374115,0.984601080417633,3.5093924384111,4
2016,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,19126,19,FARMÁCIA,Educação Presencial,4209102,JOINVILLE,SC,30,29,18,0.620689630508423,0.121841281652451,2.46641971344916,3
2016,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,19197,23,ENFERMAGEM,Educação Presencial,3550308,SÃO PAULO,SP,141,121,50,0.413223147392273,0.302300840616226,2.64588668711561,3
2016,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,19200,36,FISIOTERAPIA,Educação Presencial,3550308,SÃO PAULO,SP,39,36,21,0.583333313465118,0.302853971719742,2.62132072321978,3
2016,952,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,Universidade,Privada sem fins lucrativos,19205,6,ODONTOLOGIA,Educação Presencial,3548500,SANTOS,SP,98,96,70,0.729166686534882,-0.153481349349022,2.30952400956624,3
2016,953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Universidade,Privada sem fins lucrativos,19206,12,MEDICINA,Educação Presencial,3548500,SANTOS,SP,68,65,42,0.64615386724472,-1.54489994049072,1.24148103342863,2
2016,355,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Universidade,Privada com fins lucrativos,19213,23,ENFERMAGEM,Educação Presencial,4106902,CURITIBA,PR,32,32,15,0.46875,0.322615951299667,2.65544915318149,3
2016,355,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Universidade,Privada com fins lucrativos,19218,28,NUTRIÇÃO,Educação Presencial,4106902,CURITIBA,PR,32,28,13,0.46428570151329,0.26714676618576,2.56438493061791,3
2016,298,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,Universidade,Privada com fins lucrativos,19223,23,ENFERMAGEM,Educação Presencial,4101507,ARAPONGAS,PR,4,4,3,0.75,-0.896216571331024,2.08173607727206,3
2016,298,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,Universidade,Privada com fins lucrativos,19227,36,FISIOTERAPIA,Educação Presencial,4113700,LONDRINA,PR,55,53,45,0.849056601524353,0.219527944922447,2.58411932591832,3
2016,140,UNIVERSIDADE SEVERINO SOMBRA,USS,Universidade,Privada sem fins lucrativos,19236,36,FISIOTERAPIA,Educação Presencial,3306206,VASSOURAS,RJ,11,11,9,0.818181812763214,-1.22896587848663,1.93743069471254,2
2016,663,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,19247,23,ENFERMAGEM,Educação Presencial,3301009,CAMPOS DOS GOYTACAZES,RJ,68,67,17,0.253731340169907,-2.7156388759613,1.22532114955526,2
2016,663,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,19249,6,ODONTOLOGIA,Educação Presencial,3303302,NITERÓI,RJ,104,101,56,0.554455459117889,-1.82166767120361,0.550772579378053,1
2016,296,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,Universidade,Privada sem fins lucrativos,19288,28,NUTRIÇÃO,Educação Presencial,4301602,BAGÉ,RS,5,5,5,1,-0.911103785037994,2.03308117605522,3
2016,330,UNIVERSIDADE IGUAÇU,UNIG,Universidade,Privada sem fins lucrativos,19292,23,ENFERMAGEM,Educação Presencial,3303500,NOVA IGUAÇU,RJ,76,71,32,0.450704216957092,-1.24020540714264,1.9198181029748,2
2016,330,UNIVERSIDADE IGUAÇU,UNIG,Universidade,Privada sem fins lucrativos,19293,36,FISIOTERAPIA,Educação Presencial,3302205,ITAPERUNA,RJ,34,27,10,0.370370358228683,0.528742432594299,2.72216996206869,3
2016,330,UNIVERSIDADE IGUAÇU,UNIG,Universidade,Privada sem fins lucrativos,19294,12,MEDICINA,Educação Presencial,3302205,ITAPERUNA,RJ,82,81,55,0.679012358188629,-0.677170693874359,2.18744250219829,3
2016,330,UNIVERSIDADE IGUAÇU,UNIG,Universidade,Privada sem fins lucrativos,19295,23,ENFERMAGEM,Educação Presencial,3302205,ITAPERUNA,RJ,41,38,13,0.342105269432068,-2.10630702972412,1.51213795273654,2
2016,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Centro Universitário,Privada com fins lucrativos,19304,28,NUTRIÇÃO,Educação Presencial,3523909,ITU,SP,10,10,6,0.600000023841858,3.28890490531921,3.92697410406195,4
2016,163,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Universidade,Privada com fins lucrativos,19317,28,NUTRIÇÃO,Educação Presencial,3304557,RIO DE JANEIRO,RJ,31,28,11,0.392857134342194,-0.548537850379944,2.19657156624454,3
2016,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Universidade,Pessoa Jurídica de Direito Público - Estadual,19330,28,NUTRIÇÃO,Educação Presencial,4109401,GUARAPUAVA,PR,32,32,29,0.90625,1.28765368461609,3.02455798698193,4
2016,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Universidade,Pessoa Jurídica de Direito Público - Estadual,19331,23,ENFERMAGEM,Educação Presencial,4109401,GUARAPUAVA,PR,20,20,17,0.850000023841858,2.38112711906433,3.62440489724314,4
2016,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Privada sem fins lucrativos,19334,23,ENFERMAGEM,Educação Presencial,4314902,PORTO ALEGRE,RS,52,52,43,0.826923072338104,-0.371138751506805,2.32889391521109,3
2016,449,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,19344,6,ODONTOLOGIA,Educação Presencial,4303004,CACHOEIRA DO SUL,RS,8,8,8,1,1.87389147281647,4.44696201861559,5
2016,449,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,19350,6,ODONTOLOGIA,Educação Presencial,4321501,TORRES,RS,48,47,32,0.68085104227066,-0.275943845510483,2.18041307786352,3
2016,124,CENTRO UNIVERSITÁRIO DE ARARAQUARA,UNIARA,Centro Universitário,Privada sem fins lucrativos,19362,36,FISIOTERAPIA,Educação Presencial,3503208,ARARAQUARA,SP,58,54,38,0.703703701496124,-0.16666641831398,2.41170056920387,3
2016,150,UNIVERSIDADE DE SOROCABA,UNISO,Universidade,Privada sem fins lucrativos,19368,19,FARMÁCIA,Educação Presencial,3552205,SOROCABA,SP,14,13,9,0.692307710647583,-1.84316194057465,1.61219438445229,2
2016,227,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Universidade,Privada sem fins lucrativos,19370,28,NUTRIÇÃO,Educação Presencial,3548500,SANTOS,SP,27,27,21,0.777777791023254,0.632819056510925,2.72927605720174,3
2016,83,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,19434,12,MEDICINA,Educação Presencial,4208203,ITAJAÍ,SC,62,61,52,0.852459013462067,-0.443665146827698,2.4420003047749,3
2016,482,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,19444,36,FISIOTERAPIA,Educação Presencial,4204608,CRICIÚMA,SC,18,18,9,0.5,0.342602014541626,2.63906647193488,3
2016,76,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Universidade,Pessoa Jurídica de Direito Público - Municipal,19454,6,ODONTOLOGIA,Educação Presencial,4202404,BLUMENAU,SC,28,28,17,0.607142865657806,1.41313922405243,3.96119573108526,5
2016,494,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Universidade,Privada sem fins lucrativos,19459,36,FISIOTERAPIA,Educação Presencial,4218707,TUBARÃO,SC,1,1,0,0,,,SC
2016,203,UNIVERSIDADE SÃO JUDAS TADEU,USJT,Universidade,Privada com fins lucrativos,19479,36,FISIOTERAPIA,Educação Presencial,3550308,SÃO PAULO,SP,30,30,25,0.833333313465118,1.05581915378571,2.95748648041288,4
2016,502,CENTRO UNIVERSITÁRIO MONTE SERRAT,UNIMONTE,Centro Universitário,Privada com fins lucrativos,19481,5,MEDICINA VETERINÁRIA,Educação Presencial,3548500,SANTOS,SP,25,24,13,0.541666686534882,-0.142755419015884,2.48925786763761,3
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,19504,36,FISIOTERAPIA,Educação Presencial,3550308,SÃO PAULO,SP,43,43,26,0.604651153087616,-0.251556873321533,2.37380072367876,3
2016,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada sem fins lucrativos,19540,19,FARMÁCIA,Educação Presencial,3550308,SÃO PAULO,SP,11,10,4,0.400000005960465,5.19386768341064,4.67132878062727,5
2016,823,UNIVERSIDADE DO CEUMA - UNICEUMA,UNICEUMA,Universidade,Privada sem fins lucrativos,19584,6,ODONTOLOGIA,Educação Presencial,2111300,SÃO LUÍS,MA,94,90,68,0.75555557012558,-0.031963165849447,2.43763936228425,3
2016,298,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,Universidade,Privada com fins lucrativos,19586,23,ENFERMAGEM,Educação Presencial,4113700,LONDRINA,PR,35,34,22,0.647058844566345,0.696676135063171,2.83152192332632,3
2016,298,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,Universidade,Privada com fins lucrativos,19587,28,NUTRIÇÃO,Educação Presencial,4113700,LONDRINA,PR,41,37,31,0.837837815284729,-0.97032356262207,2.00637744131722,3
2016,1078,FACULDADE INTEGRADO DE CAMPO MOURÃO,CEI,Faculdade ,Privada com fins lucrativos,19600,17,AGRONOMIA,Educação Presencial,4104303,CAMPO MOURÃO,PR,121,114,88,0.771929800510407,1.10249865055084,3.52225230806385,4
2016,665,UNIVERSIDADE DE TAUBATÉ,UNITAU,Universidade,Pessoa Jurídica de Direito Público - Municipal,19662,36,FISIOTERAPIA,Educação Presencial,3554102,TAUBATÉ,SP,56,49,31,0.632653057575226,0.380634695291519,2.65604638711143,3
2016,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,Centro Universitário,Privada sem fins lucrativos,19683,17,AGRONOMIA,Educação Presencial,3515186,ESPÍRITO SANTO DO PINHAL,SP,29,24,20,0.833333313465118,-0.309643536806107,2.66919949937521,3
2016,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,Centro Universitário,Privada sem fins lucrativos,19685,5,MEDICINA VETERINÁRIA,Educação Presencial,3515186,ESPÍRITO SANTO DO PINHAL,SP,13,13,10,0.769230782985687,-1.26432847976685,1.64499705545405,2
2016,1244,FACULDADE BRASILEIRA,MULTIVIX VITÓRIA,Faculdade ,Privada com fins lucrativos,19750,19,FARMÁCIA,Educação Presencial,3205309,VITÓRIA,ES,13,13,7,0.538461565971375,5.70689725875855,4.89435277001798,5
2016,1263,FACULDADE BEZERRA DE ARAÚJO,FABA,Faculdade ,Privada com fins lucrativos,19779,23,ENFERMAGEM,Educação Presencial,3304557,RIO DE JANEIRO,RJ,168,139,95,0.683453261852264,0.016738228499889,2.51147034892307,3
2016,1292,Centro Universitário de Adamantina,FAI,Centro Universitário,Pessoa Jurídica de Direito Público - Municipal,19831,23,ENFERMAGEM,Educação Presencial,3500105,ADAMANTINA,SP,14,12,9,0.75,-1.92279958724976,1.59851620185562,2
2016,1245,Faculdade de Castelo - Multivix Castelo,Multivix Castelo,Faculdade ,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,19839,5,MEDICINA VETERINÁRIA,Educação Presencial,3201407,CASTELO,ES,14,13,13,1,1.72478306293488,3.89504194959487,4
2016,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,CBM,Centro Universitário,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,19850,12,MEDICINA,Educação Presencial,3543402,RIBEIRÃO PRETO,SP,64,64,53,0.828125,0.206446424126625,3.15072425169978,4
2016,1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Faculdade ,Privada sem fins lucrativos,19863,23,ENFERMAGEM,Educação Presencial,3515509,FERNANDÓPOLIS,SP,19,16,8,0.5,2.69692635536194,3.77305382797162,4
2016,1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Faculdade ,Privada sem fins lucrativos,19864,19,FARMÁCIA,Educação Presencial,3515509,FERNANDÓPOLIS,SP,26,26,22,0.846153855323792,2.00433802604675,3.28477786300639,4
2016,1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Faculdade ,Privada sem fins lucrativos,19865,36,FISIOTERAPIA,Educação Presencial,3515509,FERNANDÓPOLIS,SP,23,23,19,0.826086938381195,0.106451310217381,2.53363559382571,3
2016,319,UNIVERSIDADE CAMILO CASTELO BRANCO,UNICASTELO,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,19884,5,MEDICINA VETERINÁRIA,Educação Presencial,3513702,DESCALVADO,SP,26,24,17,0.708333313465118,-0.522221982479095,2.20361553163905,3
2016,1034,UNIÃO DE ESCOLAS SUPERIORES DA FUNESO,UNESF,Faculdade ,Privada sem fins lucrativos,19894,27,FONOAUDIOLOGIA,Educação Presencial,2609600,OLINDA,PE,14,13,6,0.461538463830948,-4.8718056678772,0.055436510097904,1
2016,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,Centro Universitário,Privada com fins lucrativos,19898,6,ODONTOLOGIA,Educação Presencial,3549805,SÃO JOSÉ DO RIO PRETO,SP,44,44,29,0.659090936183929,0.455205231904983,2.95125592002016,4
2016,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,19899,6,ODONTOLOGIA,Educação Presencial,5300108,BRASÍLIA,DF,92,87,66,0.75862067937851,0.103776089847088,2.58074784301052,3
2016,669,UNIVERSIDADE NILTON LINS,UNINILTONLINS,Universidade,Privada sem fins lucrativos,19940,28,NUTRIÇÃO,Educação Presencial,1302603,MANAUS,AM,33,32,19,0.59375,-3.04305839538574,1.0717275082309,2
2016,1115,FACULDADE SANTA TEREZINHA,CEST,Faculdade ,Privada sem fins lucrativos,19959,36,FISIOTERAPIA,Educação Presencial,2111300,SÃO LUÍS,MA,48,46,38,0.826086938381195,-0.185133561491966,2.40345580395113,3
2016,597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Universidade,Pessoa Jurídica de Direito Público - Federal,19970,55,BIOMEDICINA,Educação Presencial,3170107,UBERABA,MG,31,29,28,0.965517222881317,0.467018276453018,2.63926416713648,3
2016,142,CENTRO UNIVERSITÁRIO DO TRIÂNGULO,UNITRI,Centro Universitário,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,20011,6,ODONTOLOGIA,Educação Presencial,3170206,UBERLÂNDIA,MG,47,43,26,0.604651153087616,-2.86254119873047,0,1
2016,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,UNIVAG,Centro Universitário,Privada sem fins lucrativos,20016,6,ODONTOLOGIA,Educação Presencial,5108402,VÁRZEA GRANDE,MT,38,37,35,0.945945918560028,1.32663083076477,3.86999083483074,4
2016,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pessoa Jurídica de Direito Público - Federal,20039,5,MEDICINA VETERINÁRIA,Educação Presencial,3200201,ALEGRE,ES,44,44,40,0.909090936183929,0.292071282863617,2.81657238448423,3
2016,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pessoa Jurídica de Direito Público - Federal,20040,51,ZOOTECNIA,Educação Presencial,3200201,ALEGRE,ES,21,21,21,1,-0.755045294761658,2.49239135569692,3
2016,27,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,Universidade,Privada sem fins lucrativos,20056,19,FARMÁCIA,Educação Presencial,3169307,TRÊS CORAÇÕES,MG,22,22,17,0.772727251052856,-0.788828015327454,2.07053396068264,3
2016,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Universidade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,20058,12,MEDICINA,Educação Presencial,4209102,JOINVILLE,SC,50,48,48,1,-1.00246405601501,1.8328215327755,2
2016,387,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Universidade,Privada sem fins lucrativos,20069,51,ZOOTECNIA,Educação Presencial,5002704,CAMPO GRANDE,MS,12,11,9,0.818181812763214,0.677860796451569,3.0863693276752,4
2016,571,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Universidade,Pessoa Jurídica de Direito Público - Federal,20071,51,ZOOTECNIA,Educação Presencial,4106902,CURITIBA,PR,36,35,26,0.742857158184052,2.26363587379456,3.74371559079031,4
2016,143,UNIVERSIDADE DE UBERABA,UNIUBE,Universidade,Privada sem fins lucrativos,20091,23,ENFERMAGEM,Educação Presencial,3170107,UBERABA,MG,19,15,9,0.600000023841858,1.17998743057251,3.0590199633113,4
2016,423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Universidade,Privada sem fins lucrativos,20106,19,FARMÁCIA,Educação Presencial,4307005,ERECHIM,RS,10,10,6,0.600000023841858,1.14513564109802,2.91126578340487,3
2016,295,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Universidade,Privada sem fins lucrativos,20108,28,NUTRIÇÃO,Educação Presencial,4316808,SANTA CRUZ DO SUL,RS,25,25,21,0.839999973773956,1.24902939796448,3.00714129365301,4
2016,374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Centro Universitário,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,20110,6,ODONTOLOGIA,Educação Presencial,3550308,SÃO PAULO,SP,415,409,170,0.415647923946381,-0.161028861999512,2.30156674574355,3
2016,595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Universidade,Pessoa Jurídica de Direito Público - Federal,20121,28,NUTRIÇÃO,Educação Presencial,3101607,ALFENAS,MG,33,32,32,1,-0.655013144016266,2.1485590928208,3
2016,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,UNIVAG,Centro Universitário,Privada sem fins lucrativos,20144,17,AGRONOMIA,Educação Presencial,5108402,VÁRZEA GRANDE,MT,51,31,29,0.935483872890472,0.512017548084259,3.16555199314764,4
2016,515,CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI,UNIAN,Centro Universitário,Privada com fins lucrativos,20145,36,FISIOTERAPIA,Educação Presencial,3303302,NITERÓI,RJ,31,19,16,0.842105269432068,0.05153414607048,2.5091175012126,3
2016,515,CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI,UNIAN,Centro Universitário,Privada com fins lucrativos,20146,28,NUTRIÇÃO,Educação Presencial,3303302,NITERÓI,RJ,77,58,41,0.706896543502808,-1.41733682155609,1.80480756081576,2
2016,76,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Universidade,Pessoa Jurídica de Direito Público - Municipal,20229,19,FARMÁCIA,Educação Presencial,4202404,BLUMENAU,SC,5,5,4,0.800000011920929,6.60396575927734,5,5
2016,494,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Universidade,Privada sem fins lucrativos,20249,12,MEDICINA,Educação Presencial,4218707,TUBARÃO,SC,82,82,68,0.829268276691437,0.637168169021606,3.6202787538912,4
2016,494,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Universidade,Privada sem fins lucrativos,20250,6,ODONTOLOGIA,Educação Presencial,4218707,TUBARÃO,SC,34,34,20,0.588235318660736,-0.617829561233521,1.81996653564495,2
2016,1355,FACULDADES INTEGRADAS DE JAHU,FIJ,Faculdade ,Privada sem fins lucrativos,20259,23,ENFERMAGEM,Educação Presencial,3525300,JAÚ,SP,19,19,10,0.526315808296204,0.459774255752564,2.720010535712,3
2016,688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Universidade,Pessoa Jurídica de Direito Público - Estadual,20274,36,FISIOTERAPIA,Educação Presencial,2918001,JEQUIÉ,BA,46,43,36,0.837209284305573,0.328828692436218,2.63291729085067,3
2016,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,Centro Universitário,Privada com fins lucrativos,20291,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3549805,SÃO JOSÉ DO RIO PRETO,SP,49,47,3,0.06382978707552,,,SC
2016,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,Centro Universitário,Privada com fins lucrativos,20294,28,NUTRIÇÃO,Educação Presencial,3549805,SÃO JOSÉ DO RIO PRETO,SP,12,12,7,0.583333313465118,2.30529141426086,3.48343725165392,4
2016,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pessoa Jurídica de Direito Público - Federal,20306,27,FONOAUDIOLOGIA,Educação Presencial,2611606,RECIFE,PE,31,30,30,1,0.033322915434837,2.33304997534586,3
2016,1356,FACULDADES INTEGRADAS DE SANTA FÉ DO SUL,FUNEC,Faculdade ,Pessoa Jurídica de Direito Público - Municipal,20307,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3546603,SANTA FÉ DO SUL,SP,31,31,0,0,,,SC
2016,1042,UNIVERSIDADE POSITIVO,UP,Universidade,Privada com fins lucrativos,20331,36,FISIOTERAPIA,Educação Presencial,4106902,CURITIBA,PR,40,38,27,0.710526287555695,0.418502628803253,2.67295274990948,3
2016,1042,UNIVERSIDADE POSITIVO,UP,Universidade,Privada com fins lucrativos,20332,28,NUTRIÇÃO,Educação Presencial,4106902,CURITIBA,PR,49,45,28,0.622222244739533,0.48288568854332,2.6616672101253,3
2016,143,UNIVERSIDADE DE UBERABA,UNIUBE,Universidade,Privada sem fins lucrativos,20360,12,MEDICINA,Educação Presencial,3170107,UBERABA,MG,106,104,84,0.807692289352417,-1.00264275074005,1.83262672739673,2
2016,1196,CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR,UNICESUMAR,Centro Universitário,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,20365,6,ODONTOLOGIA,Educação Presencial,4115200,MARINGÁ,PR,92,90,79,0.877777755260468,0.25409609079361,2.73922865129138,3
2016,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pessoa Jurídica de Direito Público - Estadual,20384,23,ENFERMAGEM,Educação Presencial,2203909,FLORIANO,PI,24,23,23,1,0.124076560139656,2.56199525965906,3
2016,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pessoa Jurídica de Direito Público - Estadual,20385,17,AGRONOMIA,Educação Presencial,2202901,CORRENTE,PI,21,20,18,0.899999976158142,-0.387395769357681,2.62223060279116,3
2016,669,UNIVERSIDADE NILTON LINS,UNINILTONLINS,Universidade,Privada sem fins lucrativos,20406,6,ODONTOLOGIA,Educação Presencial,1302603,MANAUS,AM,84,75,51,0.680000007152557,-0.343634039163589,2.10904801309979,3
2016,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Centro Universitário,Privada sem fins lucrativos,20407,23,ENFERMAGEM,Educação Presencial,3550308,SÃO PAULO,SP,27,25,18,0.72000002861023,0.563667178153992,2.76891366798771,3
2016,222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Centro Universitário,Privada sem fins lucrativos,20416,36,FISIOTERAPIA,Educação Presencial,3557105,VOTUPORANGA,SP,16,16,15,0.9375,-0.425479888916016,2.29615176510381,3
2016,222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Centro Universitário,Privada sem fins lucrativos,20417,19,FARMÁCIA,Educação Presencial,3557105,VOTUPORANGA,SP,33,33,28,0.848484873771668,0.770779490470886,2.74852584368659,3
2016,222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Centro Universitário,Privada sem fins lucrativos,20419,23,ENFERMAGEM,Educação Presencial,3557105,VOTUPORANGA,SP,19,19,11,0.578947365283966,0.603754162788391,2.78778289475309,3
2016,222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Centro Universitário,Privada sem fins lucrativos,20421,28,NUTRIÇÃO,Educação Presencial,3557105,VOTUPORANGA,SP,10,10,7,0.699999988079071,1.29952561855316,3.0299113501254,4
2016,222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Centro Universitário,Privada sem fins lucrativos,20422,38,SERVIÇO SOCIAL,Educação Presencial,3557105,VOTUPORANGA,SP,14,14,6,0.428571432828903,-7.94849872589111,0,1
2016,578,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Universidade,Pessoa Jurídica de Direito Público - Federal,20426,27,FONOAUDIOLOGIA,Educação Presencial,2927408,SALVADOR,BA,35,33,28,0.848484873771668,-0.68827736377716,1.99798709482292,3
2016,1173,FACULDADE ANHANGUERA DE BRASÍLIA,FAB,Faculdade ,Privada com fins lucrativos,20446,23,ENFERMAGEM,Educação Presencial,5300108,BRASÍLIA,DF,44,44,16,0.363636374473572,-0.847676873207092,2.1045840559708,3
2016,1173,FACULDADE ANHANGUERA DE BRASÍLIA,FAB,Faculdade ,Privada com fins lucrativos,20447,28,NUTRIÇÃO,Educação Presencial,5300108,BRASÍLIA,DF,12,0,0,0,,,SC
2016,384,CENTRO UNIVERSITÁRIO DE ANÁPOLIS,UNIEVANGÉLICA,Centro Universitário,Privada sem fins lucrativos,20451,23,ENFERMAGEM,Educação Presencial,5201108,ANÁPOLIS,GO,52,50,35,0.699999988079071,-0.448453307151794,2.2925014078665,3
